date,country_name,new_per_100k,new_per_100k_7d_avg
2022-03-06,Germany,199.306,201.186
2022-03-07,Germany,297.931,210.373
2022-03-08,Germany,314.731,219.967
2022-03-09,Germany,306.134,227.141
2022-03-10,Germany,287.2,235.432
2022-03-11,Germany,187.376,241.183
2022-03-12,Germany,106.945,242.803
2022-03-13,Germany,250.364,250.097
2022-03-14,Germany,343.346,256.585
2022-03-15,Germany,370.229,264.513
2022-03-16,Germany,355.214,271.525
2022-03-17,Germany,306.657,274.304
2022-03-18,Germany,172.202,272.137
2022-03-19,Germany,107.281,272.185
2022-03-20,Germany,286.44,277.338
2022-03-21,Germany,367.037,280.723
2022-03-22,Germany,370.845,280.811
2022-03-23,Germany,344.8,279.323
2022-03-24,Germany,294.214,277.546
2022-03-25,Germany,166.352,276.71
2022-03-26,Germany,83.785,273.353
2022-03-27,Germany,249.109,268.02
2022-03-28,Germany,330.493,262.8
2022-03-29,Germany,313.162,254.559
2022-03-30,Germany,279.381,245.214
2022-03-31,Germany,219.497,234.54
2022-04-01,Germany,112.061,226.784
2022-04-02,Germany,55.956,222.808
2022-04-03,Germany,187.031,213.94
2022-04-04,Germany,254.301,203.056
2022-04-05,Germany,227.693,190.846
2022-04-06,Germany,202.28,179.831
2022-04-07,Germany,172.166,173.07
2022-04-08,Germany,91.539,170.138
2022-04-09,Germany,51.294,169.472
2022-04-10,Germany,169.191,166.923
2022-04-11,Germany,220.22,162.055
2022-04-12,Germany,191.407,156.871
2022-04-13,Germany,181.696,153.931
2022-04-14,Germany,73.394,139.82
2022-04-15,Germany,62.306,135.644
2022-04-16,Germany,41.129,134.192
2022-04-17,Germany,44.289,116.349
2022-04-18,Germany,191.242,112.209
2022-04-19,Germany,216.586,115.806
2022-04-20,Germany,188.003,116.707
2022-04-21,Germany,144.165,126.817
2022-04-22,Germany,65.586,127.286
2022-04-23,Germany,32.535,126.058
2022-04-24,Germany,143.358,140.211
2022-04-25,Germany,168.082,136.902
2022-04-26,Germany,139.47,125.886
2022-04-27,Germany,114.159,115.336
2022-04-28,Germany,94.285,108.211
2022-04-29,Germany,40.853,104.677
2022-04-30,Germany,18.994,102.743
2022-05-01,Germany,104.941,97.255
2022-05-02,Germany,128.77,91.639
2022-05-03,Germany,108.167,87.167
2022-05-04,Germany,96.987,84.714
2022-05-05,Germany,81.094,82.83
2022-05-06,Germany,32.368,81.617
2022-05-07,Germany,15.967,81.185
2022-05-08,Germany,102.362,80.817
2022-05-09,Germany,114.407,78.765
2022-05-10,Germany,93.302,76.641
2022-05-11,Germany,78.43,73.99
2022-05-12,Germany,68.566,72.2
2022-05-13,Germany,24.168,71.029
2022-05-14,Germany,11.566,70.4
2022-05-15,Germany,79.247,67.098
2022-05-16,Germany,82.153,62.49
2022-05-17,Germany,64.795,58.418
2022-05-18,Germany,53.431,54.847
2022-05-19,Germany,48.145,51.929
2022-05-20,Germany,16.579,50.845
2022-05-21,Germany,8.337,50.384
2022-05-22,Germany,56.757,47.171
2022-05-23,Germany,56.234,43.468
2022-05-24,Germany,42.57,40.293
2022-05-25,Germany,10.017,34.091
2022-05-26,Germany,39.32,32.83
2022-05-27,Germany,12.768,32.286
2022-05-28,Germany,7.744,32.201
2022-05-29,Germany,56.556,32.173
2022-05-30,Germany,62.088,33.009
2022-05-31,Germany,54.016,34.644
2022-06-01,Germany,51.086,40.511
2022-06-02,Germany,47.458,41.674
2022-06-03,Germany,15.369,42.045
2022-06-04,Germany,8.538,42.159
2022-06-05,Germany,11.221,35.682
2022-06-06,Germany,85.767,39.065
2022-06-07,Germany,98.84,45.468
2022-06-08,Germany,85.85,50.435
2022-06-09,Germany,78.641,54.889
2022-06-10,Germany,23.696,56.079
2022-06-11,Germany,14.691,56.958
2022-06-12,Germany,104.854,70.334
2022-06-13,Germany,112.822,74.199
2022-06-14,Germany,98.368,74.132
2022-06-15,Germany,44.504,68.225
2022-06-16,Germany,93.08,70.288
2022-06-17,Germany,27.606,70.846
2022-06-18,Germany,15.728,70.994
2022-06-19,Germany,126.841,74.135
2022-06-20,Germany,150.119,79.464
2022-06-21,Germany,136.847,84.961
2022-06-22,Germany,122.175,96.056
2022-06-23,Germany,104.997,97.759
2022-06-24,Germany,32.619,98.475
2022-06-25,Germany,17.607,98.744
2022-06-26,Germany,140.708,100.725
2022-06-27,Germany,166.253,103.03
2022-06-28,Germany,150.79,105.021
2022-06-29,Germany,132.774,106.536
2022-06-30,Germany,114.312,107.866
2022-07-01,Germany,28.654,107.3
2022-07-02,Germany,16.253,107.106
2022-07-03,Germany,145.501,107.791
2022-07-04,Germany,164.678,107.566
2022-07-05,Germany,153.528,107.957
2022-07-06,Germany,133.559,108.069
2022-07-07,Germany,115.036,108.173
2022-07-08,Germany,28.227,108.112
2022-07-09,Germany,17.057,108.227
2022-07-10,Germany,157.937,110.003
2022-07-11,Germany,174.332,111.382
2022-07-12,Germany,163.28,112.776
2022-07-13,Germany,140.736,113.801
2022-07-14,Germany,130.619,116.027
2022-07-15,Germany,30.348,116.33
2022-07-16,Germany,15.735,116.141
2022-07-17,Germany,161.914,116.709
2022-07-18,Germany,172.654,116.47
2022-07-19,Germany,147.048,114.151
2022-07-20,Germany,124.733,111.864
2022-07-21,Germany,107.729,108.594
2022-07-22,Germany,26.697,108.073
2022-07-23,Germany,14.295,107.867
2022-07-24,Germany,144.812,105.424
2022-07-25,Germany,142.244,101.08
2022-07-26,Germany,115.807,96.617
2022-07-27,Germany,90.678,91.752
2022-07-28,Germany,74.735,87.038
2022-07-29,Germany,18.879,85.921
2022-07-30,Germany,9.638,85.256
2022-07-31,Germany,101.369,79.05
2022-08-01,Germany,101.644,73.25
2022-08-02,Germany,82.965,68.558
2022-08-03,Germany,67.71,65.277
2022-08-04,Germany,58.6,62.972
2022-08-05,Germany,16.2,62.589
2022-08-06,Germany,8.635,62.446
2022-08-07,Germany,79.736,59.356
2022-08-08,Germany,81.306,56.45
2022-08-09,Germany,67.325,54.216
2022-08-10,Germany,57.053,52.694
2022-08-11,Germany,52.419,51.811
2022-08-12,Germany,13.382,51.408
2022-08-13,Germany,7.846,51.296
2022-08-14,Germany,65.569,49.272
2022-08-15,Germany,76.013,48.515
2022-08-16,Germany,63.063,47.906
2022-08-17,Germany,51.624,47.131
2022-08-18,Germany,42.917,45.773
2022-08-19,Germany,11.653,45.526
2022-08-20,Germany,6.096,45.276
2022-08-21,Germany,60.675,44.577
2022-08-22,Germany,62.571,42.657
2022-08-23,Germany,53.138,41.239
2022-08-24,Germany,43.156,40.029
2022-08-25,Germany,38.943,39.462
2022-08-26,Germany,9.719,39.186
2022-08-27,Germany,5.867,39.153
2022-08-28,Germany,55.562,38.422
2022-08-29,Germany,57.175,37.652
2022-08-30,Germany,44.343,36.395
2022-08-31,Germany,36.537,35.449
2022-09-01,Germany,34.441,34.806
2022-09-02,Germany,9.47,34.771
2022-09-03,Germany,4.913,34.634
2022-09-04,Germany,51.545,34.061
2022-09-05,Germany,55.163,33.773
2022-09-06,Germany,47.354,34.203
2022-09-07,Germany,40.399,34.755
2022-09-08,Germany,36.282,35.018
2022-09-09,Germany,8.95,34.944
2022-09-10,Germany,5.096,34.97
2022-09-11,Germany,55.844,35.584
2022-09-12,Germany,59.985,36.273
2022-09-13,Germany,38.748,35.043
2020-03-01,Norway,0.0,0.0
2020-03-02,Norway,0.225,0.113
2020-03-03,Norway,0.582,0.269
2020-03-04,Norway,0.619,0.357
2020-03-05,Norway,0.619,0.409
2020-03-06,Norway,0.45,0.416
2020-03-07,Norway,0.357,0.408
2020-03-08,Norway,1.22,0.582
2020-03-09,Norway,4.636,1.212
2020-03-10,Norway,4.523,1.775
2020-03-11,Norway,3.284,2.156
2020-03-12,Norway,3.866,2.619
2020-03-13,Norway,2.759,2.949
2020-03-14,Norway,1.877,3.166
2020-03-15,Norway,1.858,3.258
2020-03-16,Norway,3.378,3.078
2020-03-17,Norway,3.303,2.904
2020-03-18,Norway,3.998,3.006
2020-03-19,Norway,4.486,3.094
2020-03-20,Norway,5.781,3.526
2020-03-21,Norway,3.266,3.724
2020-03-22,Norway,2.778,3.855
2020-03-23,Norway,5.555,4.167
2020-03-24,Norway,5.874,4.534
2020-03-25,Norway,5.48,4.746
2020-03-26,Norway,5.593,4.904
2020-03-27,Norway,4.917,4.78
2020-03-28,Norway,3.115,4.759
2020-03-29,Norway,1.989,4.646
2020-03-30,Norway,4.955,4.561
2020-03-31,Norway,3.904,4.279
2020-04-01,Norway,3.716,4.027
2020-04-02,Norway,3.716,3.759
2020-04-03,Norway,3.078,3.496
2020-04-04,Norway,1.652,3.287
2020-04-05,Norway,1.351,3.196
2020-04-06,Norway,2.984,2.914
2020-04-07,Norway,2.628,2.732
2020-04-08,Norway,1.989,2.485
2020-04-09,Norway,1.933,2.231
2020-04-10,Norway,1.276,1.973
2020-04-11,Norway,2.064,2.032
2020-04-12,Norway,1.445,2.046
2020-04-13,Norway,1.445,1.826
2020-04-14,Norway,2.29,1.778
2020-04-15,Norway,1.933,1.77
2020-04-16,Norway,1.501,1.708
2020-04-17,Norway,2.027,1.815
2020-04-18,Norway,0.92,1.652
2020-04-19,Norway,0.676,1.542
2020-04-20,Norway,1.577,1.56
2020-04-21,Norway,1.464,1.442
2020-04-22,Norway,1.445,1.373
2020-04-23,Norway,1.295,1.343
2020-04-24,Norway,0.995,1.196
2020-04-25,Norway,0.469,1.131
2020-04-26,Norway,0.694,1.134
2020-04-27,Norway,1.333,1.099
2020-04-28,Norway,0.938,1.024
2020-04-29,Norway,0.732,0.922
2020-04-30,Norway,0.732,0.842
2020-05-01,Norway,0.807,0.815
2020-05-02,Norway,0.432,0.81
2020-05-03,Norway,0.826,0.828
2020-05-04,Norway,0.845,0.759
2020-05-05,Norway,0.826,0.743
2020-05-06,Norway,0.732,0.743
2020-05-07,Norway,0.544,0.716
2020-05-08,Norway,0.788,0.713
2020-05-09,Norway,0.206,0.681
2020-05-10,Norway,0.225,0.595
2020-05-11,Norway,0.469,0.542
2020-05-12,Norway,0.357,0.475
2020-05-13,Norway,0.357,0.421
2020-05-14,Norway,0.45,0.408
2020-05-15,Norway,0.432,0.357
2020-05-16,Norway,0.244,0.362
2020-05-17,Norway,0.075,0.341
2020-05-18,Norway,0.319,0.319
2020-05-19,Norway,0.375,0.322
2020-05-20,Norway,0.357,0.322
2020-05-21,Norway,0.263,0.295
2020-05-22,Norway,0.488,0.303
2020-05-23,Norway,0.113,0.284
2020-05-24,Norway,0.113,0.29
2020-05-25,Norway,0.338,0.292
2020-05-26,Norway,0.225,0.271
2020-05-27,Norway,0.338,0.268
2020-05-28,Norway,0.3,0.273
2020-05-29,Norway,0.3,0.247
2020-05-30,Norway,0.0,0.231
2020-05-31,Norway,0.113,0.231
2020-06-01,Norway,0.131,0.201
2020-06-02,Norway,0.582,0.252
2020-06-03,Norway,0.225,0.236
2020-06-04,Norway,0.319,0.239
2020-06-05,Norway,0.563,0.276
2020-06-06,Norway,0.15,0.298
2020-06-07,Norway,0.169,0.306
2020-06-08,Norway,0.357,0.338
2020-06-09,Norway,0.244,0.29
2020-06-10,Norway,0.263,0.295
2020-06-11,Norway,0.206,0.279
2020-06-12,Norway,0.244,0.233
2020-06-13,Norway,0.131,0.231
2020-06-14,Norway,0.113,0.223
2020-06-15,Norway,0.338,0.22
2020-06-16,Norway,0.676,0.282
2020-06-17,Norway,0.282,0.284
2020-06-18,Norway,0.244,0.29
2020-06-19,Norway,0.338,0.303
2020-06-20,Norway,0.113,0.3
2020-06-21,Norway,0.075,0.295
2020-06-22,Norway,0.526,0.322
2020-06-23,Norway,0.244,0.26
2020-06-24,Norway,0.394,0.276
2020-06-25,Norway,0.319,0.287
2020-06-26,Norway,0.413,0.298
2020-06-27,Norway,0.188,0.308
2020-06-28,Norway,0.019,0.3
2020-06-29,Norway,0.488,0.295
2020-06-30,Norway,0.206,0.29
2020-07-01,Norway,0.15,0.255
2020-07-02,Norway,0.169,0.233
2020-07-03,Norway,0.188,0.201
2020-07-04,Norway,0.038,0.18
2020-07-05,Norway,0.019,0.18
2020-07-06,Norway,0.263,0.147
2020-07-07,Norway,0.188,0.145
2020-07-08,Norway,0.206,0.153
2020-07-09,Norway,0.15,0.15
2020-07-10,Norway,0.244,0.158
2020-07-11,Norway,0.075,0.164
2020-07-12,Norway,0.094,0.174
2020-07-13,Norway,0.357,0.188
2020-07-14,Norway,0.15,0.182
2020-07-15,Norway,0.113,0.169
2020-07-16,Norway,0.075,0.158
2020-07-17,Norway,0.225,0.156
2020-07-18,Norway,0.019,0.147
2020-07-19,Norway,0.056,0.142
2020-07-20,Norway,0.394,0.147
2020-07-21,Norway,0.113,0.142
2020-07-22,Norway,0.413,0.185
2020-07-23,Norway,0.113,0.19
2020-07-24,Norway,0.45,0.223
2020-07-25,Norway,0.113,0.236
2020-07-26,Norway,0.169,0.252
2020-07-27,Norway,0.45,0.26
2020-07-28,Norway,0.3,0.287
2020-07-29,Norway,0.694,0.327
2020-07-30,Norway,0.432,0.373
2020-07-31,Norway,1.351,0.501
2020-08-01,Norway,0.263,0.523
2020-08-02,Norway,0.244,0.534
2020-08-03,Norway,0.713,0.571
2020-08-04,Norway,0.751,0.635
2020-08-05,Norway,1.239,0.713
2020-08-06,Norway,1.483,0.863
2020-08-07,Norway,1.501,0.885
2020-08-08,Norway,0.657,0.941
2020-08-09,Norway,0.638,0.997
2020-08-10,Norway,1.182,1.064
2020-08-11,Norway,0.807,1.072
2020-08-12,Norway,1.182,1.064
2020-08-13,Norway,1.013,0.997
2020-08-14,Norway,1.426,0.987
2020-08-15,Norway,0.826,1.011
2020-08-16,Norway,0.507,0.992
2020-08-17,Norway,1.389,1.022
2020-08-18,Norway,1.089,1.062
2020-08-19,Norway,1.126,1.054
2020-08-20,Norway,0.957,1.046
2020-08-21,Norway,0.995,0.984
2020-08-22,Norway,0.845,0.987
2020-08-23,Norway,0.357,0.965
2020-08-24,Norway,1.257,0.946
2020-08-25,Norway,0.788,0.904
2020-08-26,Norway,0.751,0.85
2020-08-27,Norway,0.976,0.853
2020-08-28,Norway,1.577,0.936
2020-08-29,Norway,0.788,0.928
2020-08-30,Norway,0.938,1.011
2020-08-31,Norway,2.778,1.228
2020-09-01,Norway,2.158,1.424
2020-09-02,Norway,1.896,1.587
2020-09-03,Norway,2.346,1.783
2020-09-04,Norway,2.233,1.877
2020-09-05,Norway,1.37,1.96
2020-09-06,Norway,1.126,1.987
2020-09-07,Norway,2.477,1.944
2020-09-08,Norway,2.121,1.938
2020-09-09,Norway,2.327,2.0
2020-09-10,Norway,2.477,2.019
2020-09-11,Norway,2.233,2.019
2020-09-12,Norway,1.257,2.003
2020-09-13,Norway,1.464,2.051
2020-09-14,Norway,1.952,1.976
2020-09-15,Norway,2.496,2.03
2020-09-16,Norway,2.571,2.064
2020-09-17,Norway,2.196,2.024
2020-09-18,Norway,1.764,1.957
2020-09-19,Norway,1.089,1.933
2020-09-20,Norway,1.445,1.93
2020-09-21,Norway,3.059,2.089
2020-09-22,Norway,1.896,2.003
2020-09-23,Norway,2.684,2.019
2020-09-24,Norway,2.496,2.062
2020-09-25,Norway,2.44,2.158
2020-09-26,Norway,1.182,2.172
2020-09-27,Norway,1.013,2.11
2020-09-28,Norway,2.327,2.005
2020-09-29,Norway,2.064,2.03
2020-09-30,Norway,2.252,1.968
2020-10-01,Norway,2.459,1.963
2020-10-02,Norway,2.515,1.973
2020-10-03,Norway,2.064,2.099
2020-10-04,Norway,1.67,2.193
2020-10-05,Norway,3.923,2.421
2020-10-06,Norway,3.716,2.657
2020-10-07,Norway,3.735,2.869
2020-10-08,Norway,3.153,2.968
2020-10-09,Norway,2.646,2.987
2020-10-10,Norway,1.22,2.866
2020-10-11,Norway,1.464,2.837
2020-10-12,Norway,3.134,2.724
2020-10-13,Norway,2.909,2.609
2020-10-14,Norway,3.04,2.51
2020-10-15,Norway,2.646,2.437
2020-10-16,Norway,2.571,2.426
2020-10-17,Norway,1.652,2.488
2020-10-18,Norway,1.745,2.528
2020-10-19,Norway,4.11,2.668
2020-10-20,Norway,3.435,2.743
2020-10-21,Norway,4.148,2.901
2020-10-22,Norway,5.349,3.287
2020-10-23,Norway,6.907,3.906
2020-10-24,Norway,4.335,4.29
2020-10-25,Norway,3.791,4.582
2020-10-26,Norway,9.14,5.301
2020-10-27,Norway,7.338,5.858
2020-10-28,Norway,9.666,6.647
2020-10-29,Norway,8.089,7.038
2020-10-30,Norway,11.58,7.706
2020-10-31,Norway,7.226,8.119
2020-11-01,Norway,6.062,8.443
2020-11-02,Norway,12.143,8.872
2020-11-03,Norway,12.819,9.655
2020-11-04,Norway,12.95,10.124
2020-11-05,Norway,11.298,10.582
2020-11-06,Norway,12.199,10.671
2020-11-07,Norway,7.282,10.679
2020-11-08,Norway,7.226,10.845
2020-11-09,Norway,13.269,11.006
2020-11-10,Norway,11.317,10.792
2020-11-11,Norway,12.424,10.717
2020-11-12,Norway,11.955,10.81
2020-11-13,Norway,13.081,10.936
2020-11-14,Norway,7.113,10.912
2020-11-15,Norway,7.601,10.966
2020-11-16,Norway,13.551,11.006
2020-11-17,Norway,11.918,11.092
2020-11-18,Norway,12.237,11.065
2020-11-19,Norway,10.585,10.869
2020-11-20,Norway,9.741,10.392
2020-11-21,Norway,5.405,10.148
2020-11-22,Norway,5.236,9.81
2020-11-23,Norway,11.448,9.51
2020-11-24,Norway,7.789,8.92
2020-11-25,Norway,9.628,8.547
2020-11-26,Norway,8.952,8.314
2020-11-27,Norway,8.389,8.121
2020-11-28,Norway,4.429,7.982
2020-11-29,Norway,4.279,7.845
2020-11-30,Norway,8.408,7.411
2020-12-01,Norway,6.794,7.269
2020-12-02,Norway,7.883,7.019
2020-12-03,Norway,7.507,6.813
2020-12-04,Norway,7.169,6.639
2020-12-05,Norway,4.73,6.681
2020-12-06,Norway,4.917,6.773
2020-12-07,Norway,9.384,6.912
2020-12-08,Norway,7.357,6.992
2020-12-09,Norway,8.502,7.081
2020-12-10,Norway,8.164,7.175
2020-12-11,Norway,7.564,7.231
2020-12-12,Norway,4.805,7.242
2020-12-13,Norway,5.349,7.303
2020-12-14,Norway,10.21,7.421
2020-12-15,Norway,8.258,7.55
2020-12-16,Norway,8.446,7.542
2020-12-17,Norway,8.089,7.531
2020-12-18,Norway,8.915,7.724
2020-12-19,Norway,5.799,7.866
2020-12-20,Norway,5.612,7.904
2020-12-21,Norway,11.655,8.11
2020-12-22,Norway,10.51,8.432
2020-12-23,Norway,11.017,8.8
2020-12-24,Norway,5.48,8.427
2020-12-25,Norway,5.499,7.939
2020-12-26,Norway,8.746,8.36
2020-12-27,Norway,7.976,8.698
2020-12-28,Norway,14.602,9.119
2020-12-29,Norway,13.119,9.491
2020-12-30,Norway,11.993,9.631
2020-12-31,Norway,8.145,10.011
2021-01-01,Norway,6.494,10.153
2021-01-02,Norway,9.872,10.314
2021-01-03,Norway,8.389,10.373
2021-01-04,Norway,17.604,10.802
2021-01-05,Norway,14.921,11.06
2021-01-06,Norway,13.325,11.25
2021-01-07,Norway,13.87,12.068
2021-01-08,Norway,12.218,12.886
2021-01-09,Norway,7.77,12.585
2021-01-10,Norway,8.164,12.553
2021-01-11,Norway,11.993,11.751
2021-01-12,Norway,10.566,11.129
2021-01-13,Norway,8.671,10.465
2021-01-14,Norway,8.521,9.7
2021-01-15,Norway,7.47,9.022
2021-01-16,Norway,5.011,8.628
2021-01-17,Norway,4.242,8.068
2021-01-18,Norway,8.371,7.55
2021-01-19,Norway,6.419,6.958
2021-01-20,Norway,6.663,6.671
2021-01-21,Norway,6.513,6.384
2021-01-22,Norway,6.212,6.204
2021-01-23,Norway,3.979,6.057
2021-01-24,Norway,3.547,5.958
2021-01-25,Norway,7.263,5.799
2021-01-26,Norway,5.18,5.622
2021-01-27,Norway,6.456,5.593
2021-01-28,Norway,5.349,5.427
2021-01-29,Norway,5.537,5.33
2021-01-30,Norway,3.284,5.231
2021-01-31,Norway,3.435,5.215
2021-02-01,Norway,5.987,5.033
2021-02-02,Norway,5.518,5.081
2021-02-03,Norway,6.1,5.03
2021-02-04,Norway,4.748,4.944
2021-02-05,Norway,5.405,4.925
2021-02-06,Norway,3.716,4.987
2021-02-07,Norway,3.134,4.944
2021-02-08,Norway,5.649,4.896
2021-02-09,Norway,5.067,4.831
2021-02-10,Norway,5.818,4.791
2021-02-11,Norway,4.917,4.815
2021-02-12,Norway,4.636,4.705
2021-02-13,Norway,3.472,4.671
2021-02-14,Norway,3.003,4.652
2021-02-15,Norway,6.231,4.735
2021-02-16,Norway,5.724,4.829
2021-02-17,Norway,6.006,4.856
2021-02-18,Norway,5.668,4.963
2021-02-19,Norway,6.344,5.207
2021-02-20,Norway,4.054,5.29
2021-02-21,Norway,4.148,5.453
2021-02-22,Norway,7.714,5.665
2021-02-23,Norway,8.352,6.041
2021-02-24,Norway,8.652,6.419
2021-02-25,Norway,9.891,7.022
2021-02-26,Norway,9.253,7.437
2021-02-27,Norway,7.169,7.883
2021-02-28,Norway,7.357,8.341
2021-03-01,Norway,10.36,8.719
2021-03-02,Norway,11.993,9.239
2021-03-03,Norway,12.349,9.767
2021-03-04,Norway,11.28,9.966
2021-03-05,Norway,13.194,10.529
2021-03-06,Norway,8.727,10.751
2021-03-07,Norway,10.735,11.234
2021-03-08,Norway,15.878,12.022
2021-03-09,Norway,14.977,12.449
2021-03-10,Norway,16.065,12.979
2021-03-11,Norway,14.639,13.459
2021-03-12,Norway,17.83,14.122
2021-03-13,Norway,13.832,14.851
2021-03-14,Norway,13.1,15.189
2021-03-15,Norway,20.776,15.888
2021-03-16,Norway,18.899,16.449
2021-03-17,Norway,19.857,16.99
2021-03-18,Norway,19.594,17.698
2021-03-19,Norway,18.787,17.835
2021-03-20,Norway,13.307,17.76
2021-03-21,Norway,12.18,17.629
2021-03-22,Norway,20.776,17.629
2021-03-23,Norway,18.149,17.521
2021-03-24,Norway,18.787,17.368
2021-03-25,Norway,16.347,16.905
2021-03-26,Norway,16.797,16.62
2021-03-27,Norway,11.298,16.334
2021-03-28,Norway,8.952,15.872
2021-03-29,Norway,16.234,15.224
2021-03-30,Norway,15.934,14.907
2021-03-31,Norway,15.127,14.384
2021-04-01,Norway,11.711,13.722
2021-04-02,Norway,13.138,13.199
2021-04-03,Norway,11.486,13.226
2021-04-04,Norway,12.256,13.698
2021-04-05,Norway,13.419,13.296
2021-04-06,Norway,16.666,13.4
2021-04-07,Norway,15.915,13.513
2021-04-08,Norway,14.451,13.904
2021-04-09,Norway,13.363,13.937
2021-04-10,Norway,9.309,13.626
2021-04-11,Norway,7.432,12.937
2021-04-12,Norway,13.851,12.998
2021-04-13,Norway,11.167,12.213
2021-04-14,Norway,11.28,11.55
2021-04-15,Norway,10.304,10.958
2021-04-16,Norway,10.867,10.601
2021-04-17,Norway,6.212,10.159
2021-04-18,Norway,6.494,10.025
2021-04-19,Norway,10.792,9.588
2021-04-20,Norway,9.985,9.419
2021-04-21,Norway,10.097,9.25
2021-04-22,Norway,8.69,9.019
2021-04-23,Norway,9.572,8.834
2021-04-24,Norway,5.386,8.716
2021-04-25,Norway,5.949,8.639
2021-04-26,Norway,9.422,8.443
2021-04-27,Norway,9.027,8.306
2021-04-28,Norway,7.864,7.987
2021-04-29,Norway,7.77,7.856
2021-04-30,Norway,8.277,7.671
2021-05-01,Norway,4.711,7.574
2021-05-02,Norway,5.555,7.518
2021-05-03,Norway,9.59,7.542
2021-05-04,Norway,8.69,7.494
2021-05-05,Norway,9.29,7.698
2021-05-06,Norway,9.553,7.952
2021-05-07,Norway,8.22,7.944
2021-05-08,Norway,6.606,8.215
2021-05-09,Norway,6.606,8.365
2021-05-10,Norway,9.834,8.4
2021-05-11,Norway,8.014,8.304
2021-05-12,Norway,7.132,7.995
2021-05-13,Norway,5.593,7.429
2021-05-14,Norway,7.789,7.368
2021-05-15,Norway,4.504,7.068
2021-05-16,Norway,5.255,6.874
2021-05-17,Norway,3.435,5.96
2021-05-18,Norway,10.172,6.269
2021-05-19,Norway,10.153,6.7
2021-05-20,Norway,11.317,7.518
2021-05-21,Norway,12.537,8.196
2021-05-22,Norway,6.606,8.497
2021-05-23,Norway,6.344,8.652
2021-05-24,Norway,7.188,9.188
2021-05-25,Norway,8.033,8.883
2021-05-26,Norway,6.813,8.405
2021-05-27,Norway,7.207,7.818
2021-05-28,Norway,6.513,6.958
2021-05-29,Norway,3.735,6.547
2021-05-30,Norway,3.472,6.137
2021-05-31,Norway,6.456,6.033
2021-06-01,Norway,7.263,5.923
2021-06-02,Norway,5.499,5.735
2021-06-03,Norway,5.293,5.461
2021-06-04,Norway,4.917,5.234
2021-06-05,Norway,2.721,5.089
2021-06-06,Norway,2.834,4.998
2021-06-07,Norway,3.81,4.62
2021-06-08,Norway,3.998,4.153
2021-06-09,Norway,3.885,3.923
2021-06-10,Norway,3.791,3.708
2021-06-11,Norway,2.909,3.421
2021-06-12,Norway,2.421,3.378
2021-06-13,Norway,2.083,3.271
2021-06-14,Norway,3.904,3.284
2021-06-15,Norway,3.66,3.236
2021-06-16,Norway,4.035,3.258
2021-06-17,Norway,3.697,3.244
2021-06-18,Norway,3.209,3.287
2021-06-19,Norway,2.872,3.351
2021-06-20,Norway,2.158,3.362
2021-06-21,Norway,3.847,3.354
2021-06-22,Norway,4.992,3.544
2021-06-23,Norway,4.486,3.609
2021-06-24,Norway,3.266,3.547
2021-06-25,Norway,3.284,3.558
2021-06-26,Norway,1.989,3.432
2021-06-27,Norway,1.989,3.408
2021-06-28,Norway,4.242,3.464
2021-06-29,Norway,3.998,3.322
2021-06-30,Norway,4.898,3.381
2021-07-01,Norway,3.697,3.443
2021-07-02,Norway,3.491,3.472
2021-07-03,Norway,1.858,3.453
2021-07-04,Norway,2.308,3.499
2021-07-05,Norway,3.885,3.448
2021-07-06,Norway,3.754,3.413
2021-07-07,Norway,3.829,3.26
2021-07-08,Norway,3.435,3.223
2021-07-09,Norway,3.284,3.193
2021-07-10,Norway,2.027,3.217
2021-07-11,Norway,1.896,3.158
2021-07-12,Norway,3.51,3.105
2021-07-13,Norway,2.74,2.96
2021-07-14,Norway,3.435,2.904
2021-07-15,Norway,3.51,2.914
2021-07-16,Norway,4.242,3.051
2021-07-17,Norway,2.083,3.059
2021-07-18,Norway,2.703,3.174
2021-07-19,Norway,4.298,3.287
2021-07-20,Norway,3.247,3.359
2021-07-21,Norway,4.898,3.569
2021-07-22,Norway,4.035,3.644
2021-07-23,Norway,4.711,3.711
2021-07-24,Norway,3.284,3.882
2021-07-25,Norway,3.735,4.03
2021-07-26,Norway,5.912,4.26
2021-07-27,Norway,6.55,4.732
2021-07-28,Norway,7.92,5.164
2021-07-29,Norway,6.494,5.515
2021-07-30,Norway,6.644,5.791
2021-07-31,Norway,4.692,5.992
2021-08-01,Norway,4.598,6.116
2021-08-02,Norway,8.539,6.491
2021-08-03,Norway,8.371,6.751
2021-08-04,Norway,9.422,6.966
2021-08-05,Norway,8.69,7.279
2021-08-06,Norway,8.971,7.612
2021-08-07,Norway,6.043,7.805
2021-08-08,Norway,6.212,8.035
2021-08-09,Norway,12.556,8.609
2021-08-10,Norway,10.81,8.958
2021-08-11,Norway,11.448,9.247
2021-08-12,Norway,10.116,9.451
2021-08-13,Norway,10.247,9.633
2021-08-14,Norway,8.164,9.936
2021-08-15,Norway,7.057,10.057
2021-08-16,Norway,11.73,9.939
2021-08-17,Norway,11.955,10.103
2021-08-18,Norway,12.931,10.314
2021-08-19,Norway,12.575,10.666
2021-08-20,Norway,13.907,11.188
2021-08-21,Norway,11.111,11.609
2021-08-22,Norway,10.397,12.087
2021-08-23,Norway,22.127,13.572
2021-08-24,Norway,25.074,15.446
2021-08-25,Norway,26.538,17.39
