date,country_name,new_cases,new_cases_7d_avg
2021-03-22,Serbia,5475,5037.142857142857
2021-03-23,Serbia,5297,5015.857142857143
2021-03-24,Serbia,5226,4998.714285714285
2021-03-25,Serbia,5225,4987.285714285715
2021-03-26,Serbia,4497,4960.142857142857
2021-03-27,Serbia,3889,4911.142857142857
2021-03-28,Serbia,4512,4874.428571428572
2021-03-29,Serbia,5471,4873.857142857143
2021-03-30,Serbia,5107,4846.714285714285
2021-03-31,Serbia,4810,4787.285714285715
2021-04-01,Serbia,4826,4730.285714285715
2021-04-02,Serbia,4133,4678.285714285715
2021-04-03,Serbia,3304,4594.714285714285
2021-04-04,Serbia,3706,4479.571428571428
2021-04-05,Serbia,4398,4326.285714285715
2021-04-06,Serbia,3615,4113.142857142857
2021-04-07,Serbia,3625,3943.8571428571427
2021-04-08,Serbia,3405,3740.8571428571427
2021-04-09,Serbia,3058,3587.285714285714
2021-04-10,Serbia,2732,3505.5714285714284
2021-04-11,Serbia,2965,3399.714285714286
2021-04-12,Serbia,3572,3281.714285714286
2021-04-13,Serbia,3154,3215.8571428571427
2021-04-14,Serbia,2971,3122.4285714285716
2021-04-15,Serbia,2846,3042.5714285714284
2021-04-16,Serbia,2583,2974.714285714286
2021-04-17,Serbia,2069,2880.0
2021-04-18,Serbia,2604,2828.4285714285716
2021-04-19,Serbia,2965,2741.714285714286
2021-04-20,Serbia,2864,2700.285714285714
2021-04-21,Serbia,2719,2664.285714285714
2021-04-22,Serbia,2384,2598.285714285714
2021-04-23,Serbia,2068,2524.714285714286
2021-04-24,Serbia,1695,2471.285714285714
2021-04-25,Serbia,1987,2383.1428571428573
2021-04-26,Serbia,2145,2266.0
2021-04-27,Serbia,2138,2162.285714285714
2021-04-28,Serbia,2007,2060.5714285714284
2021-04-29,Serbia,1613,1950.4285714285713
2021-04-30,Serbia,1374,1851.2857142857142
2021-05-01,Serbia,989,1750.4285714285713
2021-05-02,Serbia,1249,1645.0
2021-05-03,Serbia,1304,1524.857142857143
2021-05-04,Serbia,1402,1419.7142857142858
2021-05-05,Serbia,1366,1328.142857142857
2021-05-06,Serbia,1277,1280.142857142857
2021-05-07,Serbia,1056,1234.7142857142858
2021-05-08,Serbia,834,1212.5714285714287
2021-05-09,Serbia,918,1165.2857142857142
2021-05-10,Serbia,1125,1139.7142857142858
2021-05-11,Serbia,1046,1088.857142857143
2021-05-12,Serbia,901,1022.4285714285714
2021-05-13,Serbia,787,952.4285714285714
2021-05-14,Serbia,705,902.2857142857143
2021-05-15,Serbia,568,864.2857142857143
2021-05-16,Serbia,575,815.2857142857143
2021-05-17,Serbia,686,752.5714285714286
2021-05-18,Serbia,609,690.1428571428571
2021-05-19,Serbia,550,640.0
2021-05-20,Serbia,391,583.4285714285714
2021-05-21,Serbia,404,540.4285714285714
2021-05-22,Serbia,266,497.2857142857143
2021-05-23,Serbia,376,468.85714285714283
2021-05-24,Serbia,414,430.0
2021-05-25,Serbia,387,398.2857142857143
2021-05-26,Serbia,326,366.2857142857143
2021-05-27,Serbia,330,357.57142857142856
2021-05-28,Serbia,274,339.0
2021-05-29,Serbia,178,326.42857142857144
2021-05-30,Serbia,248,308.14285714285717
2021-05-31,Serbia,230,281.85714285714283
2021-06-01,Serbia,287,267.57142857142856
2021-06-02,Serbia,218,252.14285714285714
2021-06-03,Serbia,210,235.0
2021-06-04,Serbia,145,216.57142857142858
2021-06-05,Serbia,116,207.71428571428572
2021-06-06,Serbia,162,195.42857142857142
2021-06-07,Serbia,214,193.14285714285714
2021-06-08,Serbia,198,180.42857142857142
2021-06-09,Serbia,210,179.28571428571428
2021-06-10,Serbia,172,173.85714285714286
2021-06-11,Serbia,119,170.14285714285714
2021-06-12,Serbia,138,173.28571428571428
2021-06-13,Serbia,124,167.85714285714286
2021-06-14,Serbia,132,156.14285714285714
2021-06-15,Serbia,160,150.71428571428572
2021-06-16,Serbia,135,140.0
2021-06-17,Serbia,162,138.57142857142858
2021-06-18,Serbia,89,134.28571428571428
2021-06-19,Serbia,60,123.14285714285714
2021-06-20,Serbia,88,118.0
2021-06-21,Serbia,72,109.42857142857143
2021-06-22,Serbia,103,101.28571428571429
2021-06-23,Serbia,80,93.42857142857143
2021-06-24,Serbia,76,81.14285714285714
2021-06-25,Serbia,66,77.85714285714286
2021-06-26,Serbia,63,78.28571428571429
2021-06-27,Serbia,84,77.71428571428571
2021-06-28,Serbia,73,77.85714285714286
2021-06-29,Serbia,104,78.0
2021-06-30,Serbia,81,78.14285714285714
2021-07-01,Serbia,74,77.85714285714286
2021-07-02,Serbia,79,79.71428571428571
2021-07-03,Serbia,77,81.71428571428571
2021-07-04,Serbia,110,85.42857142857143
2021-07-05,Serbia,110,90.71428571428571
2021-07-06,Serbia,103,90.57142857142857
2021-07-07,Serbia,97,92.85714285714286
2021-07-08,Serbia,110,98.0
2021-07-09,Serbia,77,97.71428571428571
2021-07-10,Serbia,69,96.57142857142857
2021-07-11,Serbia,118,97.71428571428571
2021-07-12,Serbia,145,102.71428571428571
2021-07-13,Serbia,125,105.85714285714286
2021-07-14,Serbia,156,114.28571428571429
2021-07-15,Serbia,206,128.0
2021-07-16,Serbia,166,140.71428571428572
2021-07-17,Serbia,125,148.71428571428572
2021-07-18,Serbia,227,164.28571428571428
2021-07-19,Serbia,189,170.57142857142858
2021-07-20,Serbia,228,185.28571428571428
2021-07-21,Serbia,228,195.57142857142858
2021-07-22,Serbia,202,195.0
2021-07-23,Serbia,249,206.85714285714286
2021-07-24,Serbia,199,217.42857142857142
2021-07-25,Serbia,241,219.42857142857142
2021-07-26,Serbia,290,233.85714285714286
2021-07-27,Serbia,332,248.71428571428572
2021-07-28,Serbia,292,257.85714285714283
2021-07-29,Serbia,353,279.42857142857144
2021-07-30,Serbia,298,286.42857142857144
2021-07-31,Serbia,303,301.2857142857143
2021-08-01,Serbia,386,322.0
2021-08-02,Serbia,424,341.14285714285717
2021-08-03,Serbia,487,363.2857142857143
2021-08-04,Serbia,579,404.2857142857143
2021-08-05,Serbia,564,434.42857142857144
2021-08-06,Serbia,584,475.2857142857143
2021-08-07,Serbia,457,497.2857142857143
2021-08-08,Serbia,752,549.5714285714286
2021-08-09,Serbia,792,602.1428571428571
2021-08-10,Serbia,921,664.1428571428571
2021-08-11,Serbia,983,721.8571428571429
2021-08-12,Serbia,1072,794.4285714285714
2021-08-13,Serbia,1005,854.5714285714286
2021-08-14,Serbia,817,906.0
2021-08-15,Serbia,1288,982.5714285714286
2021-08-16,Serbia,1484,1081.4285714285713
2021-08-17,Serbia,1497,1163.7142857142858
2021-08-18,Serbia,1656,1259.857142857143
2021-08-19,Serbia,1592,1334.142857142857
2021-08-20,Serbia,1510,1406.2857142857142
2021-08-21,Serbia,1242,1467.0
2021-08-22,Serbia,1837,1545.4285714285713
2021-08-23,Serbia,2216,1650.0
2021-08-24,Serbia,2327,1768.5714285714287
2021-08-25,Serbia,2454,1882.5714285714287
2021-08-26,Serbia,2434,2002.857142857143
2021-08-27,Serbia,2314,2117.714285714286
2021-08-28,Serbia,1722,2186.285714285714
2021-08-29,Serbia,2335,2257.4285714285716
2021-08-30,Serbia,2981,2366.714285714286
2021-08-31,Serbia,3346,2512.285714285714
2021-09-01,Serbia,3524,2665.1428571428573
2021-09-02,Serbia,3623,2835.0
2021-09-03,Serbia,3497,3004.0
2021-09-04,Serbia,2800,3158.0
2021-09-05,Serbia,4103,3410.5714285714284
2021-09-06,Serbia,5069,3708.8571428571427
2021-09-07,Serbia,5633,4035.5714285714284
2021-09-08,Serbia,5831,4365.142857142857
2021-09-09,Serbia,6089,4717.428571428572
2021-09-10,Serbia,5461,4998.0
2021-09-11,Serbia,5003,5312.714285714285
2021-09-12,Serbia,6249,5619.285714285715
2021-09-13,Serbia,7723,5998.428571428572
2021-09-14,Serbia,7628,6283.428571428572
2021-09-15,Serbia,7602,6536.428571428572
2021-09-16,Serbia,7572,6748.285714285715
2021-09-17,Serbia,6745,6931.714285714285
2021-09-18,Serbia,5255,6967.714285714285
2021-09-19,Serbia,6424,6992.714285714285
2021-09-20,Serbia,7232,6922.571428571428
2021-09-21,Serbia,7201,6861.571428571428
2021-09-22,Serbia,6480,6701.285714285715
2021-09-23,Serbia,6462,6542.714285714285
2021-09-24,Serbia,6192,6463.714285714285
2021-09-25,Serbia,5389,6482.857142857143
2021-09-26,Serbia,6736,6527.428571428572
2021-09-27,Serbia,8467,6703.857142857143
2021-09-28,Serbia,8171,6842.428571428572
2021-09-29,Serbia,7549,6995.142857142857
2021-09-30,Serbia,7271,7110.714285714285
2021-10-01,Serbia,6412,7142.142857142857
2021-10-02,Serbia,5334,7134.285714285715
2021-10-03,Serbia,5983,7026.714285714285
2021-10-04,Serbia,7190,6844.285714285715
2021-10-05,Serbia,7150,6698.428571428572
2021-10-06,Serbia,6978,6616.857142857143
2021-10-07,Serbia,6401,6492.571428571428
2021-10-08,Serbia,5657,6384.714285714285
2021-10-09,Serbia,4803,6308.857142857143
2021-10-10,Serbia,5700,6268.428571428572
2021-10-11,Serbia,6930,6231.285714285715
2021-10-12,Serbia,6699,6166.857142857143
2021-10-13,Serbia,6786,6139.428571428572
2021-10-14,Serbia,6424,6142.714285714285
2021-10-15,Serbia,6051,6199.0
2021-10-16,Serbia,5077,6238.142857142857
2021-10-17,Serbia,6461,6346.857142857143
2021-10-18,Serbia,7664,6451.714285714285
2021-10-19,Serbia,7745,6601.142857142857
2021-10-20,Serbia,7327,6678.428571428572
2021-10-21,Serbia,7696,6860.142857142857
2021-10-22,Serbia,6748,6959.714285714285
2021-10-23,Serbia,5733,7053.428571428572
2021-10-24,Serbia,5908,6974.428571428572
2021-10-25,Serbia,7840,6999.571428571428
2021-10-26,Serbia,6948,6885.714285714285
2021-10-27,Serbia,6697,6795.714285714285
2021-10-28,Serbia,6217,6584.428571428572
2021-10-29,Serbia,6001,6477.714285714285
2021-10-30,Serbia,4929,6362.857142857143
2021-10-31,Serbia,5896,6361.142857142857
2021-11-01,Serbia,7111,6257.0
2021-11-02,Serbia,6726,6225.285714285715
2021-11-03,Serbia,6126,6143.714285714285
2021-11-04,Serbia,5725,6073.428571428572
2021-11-05,Serbia,4804,5902.428571428572
2021-11-06,Serbia,3888,5753.714285714285
2021-11-07,Serbia,4348,5532.571428571428
2021-11-08,Serbia,5103,5245.714285714285
2021-11-09,Serbia,4606,4942.857142857143
2021-11-10,Serbia,3998,4638.857142857143
2021-11-11,Serbia,3822,4367.0
2021-11-12,Serbia,3484,4178.428571428572
2021-11-13,Serbia,2777,4019.714285714286
2021-11-14,Serbia,3487,3896.714285714286
2021-11-15,Serbia,3773,3706.714285714286
2021-11-16,Serbia,3600,3563.0
2021-11-17,Serbia,3219,3451.714285714286
2021-11-18,Serbia,3086,3346.5714285714284
2021-11-19,Serbia,2648,3227.1428571428573
2021-11-20,Serbia,2081,3127.714285714286
2021-11-21,Serbia,2771,3025.4285714285716
2021-11-22,Serbia,3033,2919.714285714286
2021-11-23,Serbia,2631,2781.285714285714
2021-11-24,Serbia,2677,2703.8571428571427
2021-11-25,Serbia,2339,2597.1428571428573
2021-11-26,Serbia,2211,2534.714285714286
2021-11-27,Serbia,1674,2476.5714285714284
2021-11-28,Serbia,2180,2392.1428571428573
2021-11-29,Serbia,2272,2283.4285714285716
2021-11-30,Serbia,2180,2219.0
2021-12-01,Serbia,1980,2119.4285714285716
2021-12-02,Serbia,1801,2042.5714285714287
2021-12-03,Serbia,1613,1957.142857142857
2021-12-04,Serbia,1244,1895.7142857142858
2021-12-05,Serbia,1565,1807.857142857143
2021-12-06,Serbia,1884,1752.4285714285713
2021-12-07,Serbia,1675,1680.2857142857142
2021-12-08,Serbia,1620,1628.857142857143
2021-12-09,Serbia,1387,1569.7142857142858
2021-12-10,Serbia,1309,1526.2857142857142
2021-12-11,Serbia,944,1483.4285714285713
2021-12-12,Serbia,1167,1426.5714285714287
2021-12-13,Serbia,1547,1378.4285714285713
2021-12-14,Serbia,1359,1333.2857142857142
2021-12-15,Serbia,1325,1291.142857142857
2021-12-16,Serbia,1199,1264.2857142857142
2021-12-17,Serbia,1015,1222.2857142857142
2021-12-18,Serbia,802,1202.0
2021-12-19,Serbia,1029,1182.2857142857142
2021-12-20,Serbia,1267,1142.2857142857142
2021-12-21,Serbia,1268,1129.2857142857142
2021-12-22,Serbia,1177,1108.142857142857
2021-12-23,Serbia,1193,1107.2857142857142
2021-12-24,Serbia,1098,1119.142857142857
2021-12-25,Serbia,976,1144.0
2021-12-26,Serbia,1249,1175.4285714285713
2021-12-27,Serbia,1676,1233.857142857143
2021-12-28,Serbia,1804,1310.4285714285713
2021-12-29,Serbia,1949,1420.7142857142858
2021-12-30,Serbia,2192,1563.4285714285713
2021-12-31,Serbia,1610,1636.5714285714287
2022-01-01,Serbia,1907,1769.5714285714287
2022-01-02,Serbia,2765,1986.142857142857
2022-01-03,Serbia,5224,2493.0
2022-01-04,Serbia,7488,3305.0
2022-01-05,Serbia,9122,4329.714285714285
2022-01-06,Serbia,7539,5093.571428571428
2022-01-07,Serbia,7652,5956.714285714285
2022-01-08,Serbia,7949,6819.857142857143
2022-01-09,Serbia,8949,7703.285714285715
2022-01-10,Serbia,13693,8913.142857142857
2022-01-11,Serbia,12877,9683.0
2022-01-12,Serbia,13753,10344.57142857143
2022-01-13,Serbia,12721,11084.857142857143
2022-01-14,Serbia,12559,11785.857142857143
2022-01-15,Serbia,11248,12257.142857142857
2022-01-16,Serbia,12797,12806.857142857143
2022-01-17,Serbia,18006,13423.0
2022-01-18,Serbia,17318,14057.42857142857
2022-01-19,Serbia,17105,14536.285714285714
2022-01-20,Serbia,16403,15062.285714285714
2022-01-21,Serbia,14717,15370.57142857143
2022-01-22,Serbia,12159,15500.714285714286
2022-01-23,Serbia,15046,15822.0
2022-01-24,Serbia,19901,16092.714285714286
2022-01-25,Serbia,19063,16342.0
2022-01-26,Serbia,17674,16423.285714285714
2022-01-27,Serbia,17284,16549.14285714286
2022-01-28,Serbia,15425,16650.285714285714
2022-01-29,Serbia,13153,16792.285714285714
2022-01-30,Serbia,15352,16836.0
2022-01-31,Serbia,19214,16737.85714285714
2022-02-01,Serbia,17851,16564.714285714286
2022-02-02,Serbia,15623,16271.714285714286
2022-02-03,Serbia,14519,15876.714285714286
2022-02-04,Serbia,12736,15492.57142857143
2022-02-05,Serbia,10602,15128.142857142857
2022-02-06,Serbia,11439,14569.142857142857
2022-02-07,Serbia,13772,13791.714285714286
2022-02-08,Serbia,12532,13031.857142857143
2022-02-09,Serbia,11121,12388.714285714286
2022-02-10,Serbia,9580,11683.142857142857
2022-02-11,Serbia,8187,11033.285714285714
2022-02-12,Serbia,6036,10381.0
2022-02-13,Serbia,7030,9751.142857142857
2022-02-14,Serbia,7134,8802.857142857143
2022-02-15,Serbia,6239,7903.857142857143
2022-02-16,Serbia,6423,7232.714285714285
2022-02-17,Serbia,6298,6763.857142857143
2022-02-18,Serbia,5103,6323.285714285715
2022-02-19,Serbia,3876,6014.714285714285
2022-02-20,Serbia,4483,5650.857142857143
2022-02-21,Serbia,4591,5287.571428571428
2022-02-22,Serbia,4388,5023.142857142857
2022-02-23,Serbia,3718,4636.714285714285
2022-02-24,Serbia,3201,4194.285714285715
2022-02-25,Serbia,2648,3843.5714285714284
2022-02-26,Serbia,2130,3594.1428571428573
2022-02-27,Serbia,2703,3339.8571428571427
2022-02-28,Serbia,2886,3096.285714285714
2022-03-01,Serbia,2846,2876.0
2022-03-02,Serbia,2620,2719.1428571428573
2022-03-03,Serbia,2504,2619.5714285714284
2022-03-04,Serbia,2146,2547.8571428571427
2022-03-05,Serbia,1641,2478.0
2022-03-06,Serbia,2231,2410.5714285714284
2022-03-07,Serbia,2588,2368.0
2022-03-08,Serbia,2377,2301.0
2022-03-09,Serbia,2139,2232.285714285714
2022-03-10,Serbia,2230,2193.1428571428573
2022-03-11,Serbia,1967,2167.5714285714284
2022-03-12,Serbia,1366,2128.285714285714
2022-03-13,Serbia,2211,2125.4285714285716
2022-03-14,Serbia,2415,2100.714285714286
2022-03-15,Serbia,2449,2111.0
2022-03-16,Serbia,2362,2142.8571428571427
2022-03-17,Serbia,2076,2120.8571428571427
2022-03-18,Serbia,1868,2106.714285714286
2022-03-19,Serbia,1383,2109.1428571428573
2022-03-20,Serbia,2170,2103.285714285714
2022-03-21,Serbia,2249,2079.5714285714284
2022-03-22,Serbia,2314,2060.285714285714
2022-03-23,Serbia,2116,2025.142857142857
2022-03-24,Serbia,1949,2007.0
2022-03-25,Serbia,1693,1982.0
2022-03-26,Serbia,1273,1966.2857142857142
2022-03-27,Serbia,1783,1911.0
2022-03-28,Serbia,1933,1865.857142857143
2022-03-29,Serbia,1892,1805.5714285714287
2022-03-30,Serbia,1915,1776.857142857143
2022-03-31,Serbia,1661,1735.7142857142858
2022-04-01,Serbia,1501,1708.2857142857142
2022-04-02,Serbia,993,1668.2857142857142
2022-04-03,Serbia,1471,1623.7142857142858
2022-04-04,Serbia,1541,1567.7142857142858
2022-04-05,Serbia,1351,1490.4285714285713
2022-04-06,Serbia,1354,1410.2857142857142
2022-04-07,Serbia,1317,1361.142857142857
2022-04-08,Serbia,960,1283.857142857143
2022-04-09,Serbia,699,1241.857142857143
2022-04-10,Serbia,1096,1188.2857142857142
2022-04-11,Serbia,1109,1126.5714285714287
2022-04-12,Serbia,1057,1084.5714285714287
2022-04-13,Serbia,984,1031.7142857142858
2022-04-14,Serbia,962,981.0
2022-04-15,Serbia,728,947.8571428571429
2022-04-16,Serbia,635,938.7142857142857
2022-04-17,Serbia,882,908.1428571428571
2022-04-18,Serbia,987,890.7142857142857
2022-04-19,Serbia,921,871.2857142857143
2022-04-20,Serbia,977,870.2857142857143
2022-04-21,Serbia,763,841.8571428571429
2022-04-22,Serbia,628,827.5714285714286
2022-04-23,Serbia,510,809.7142857142857
2022-04-24,Serbia,699,783.5714285714286
2022-04-25,Serbia,981,782.7142857142857
2022-04-26,Serbia,921,782.7142857142857
2022-04-27,Serbia,817,759.8571428571429
2022-04-28,Serbia,760,759.4285714285714
2022-04-29,Serbia,521,744.1428571428571
2022-04-30,Serbia,342,720.1428571428571
2022-05-01,Serbia,396,676.8571428571429
2022-05-02,Serbia,463,602.8571428571429
2022-05-03,Serbia,589,555.4285714285714
2022-05-04,Serbia,597,524.0
2022-05-05,Serbia,509,488.14285714285717
2022-05-06,Serbia,428,474.85714285714283
2022-05-07,Serbia,302,469.14285714285717
2022-05-08,Serbia,516,486.2857142857143
2022-05-09,Serbia,466,486.7142857142857
2022-05-10,Serbia,438,465.14285714285717
2022-05-11,Serbia,426,440.7142857142857
2022-05-12,Serbia,445,431.57142857142856
2022-05-13,Serbia,327,417.14285714285717
2022-05-14,Serbia,239,408.14285714285717
2022-05-15,Serbia,404,392.14285714285717
2022-05-16,Serbia,382,380.14285714285717
2022-05-17,Serbia,361,369.14285714285717
2022-05-18,Serbia,334,356.0
2022-05-19,Serbia,336,340.42857142857144
2022-05-20,Serbia,247,329.0
2022-05-21,Serbia,186,321.42857142857144
2022-05-22,Serbia,296,306.0
2022-05-23,Serbia,329,298.42857142857144
2022-05-24,Serbia,291,288.42857142857144
2022-05-25,Serbia,264,278.42857142857144
2022-05-26,Serbia,310,274.7142857142857
2022-05-27,Serbia,217,270.42857142857144
2022-05-28,Serbia,128,262.14285714285717
2022-05-29,Serbia,268,258.14285714285717
2022-05-30,Serbia,265,249.0
2022-05-31,Serbia,249,243.0
2022-06-01,Serbia,242,239.85714285714286
2022-06-02,Serbia,271,234.28571428571428
2022-06-03,Serbia,221,234.85714285714286
2022-06-04,Serbia,172,241.14285714285714
2022-06-05,Serbia,281,243.0
2022-06-06,Serbia,281,245.28571428571428
2022-06-07,Serbia,258,246.57142857142858
2022-06-08,Serbia,277,251.57142857142858
2022-06-09,Serbia,272,251.71428571428572
2022-06-10,Serbia,195,248.0
2022-06-11,Serbia,165,247.0
2022-06-12,Serbia,258,243.71428571428572
2022-06-13,Serbia,356,254.42857142857142
2022-06-14,Serbia,312,262.14285714285717
2022-06-15,Serbia,337,270.7142857142857
2022-06-16,Serbia,325,278.2857142857143
2022-06-17,Serbia,327,297.14285714285717
2022-06-18,Serbia,241,308.0
2022-06-19,Serbia,408,329.42857142857144
2022-06-20,Serbia,507,351.0
2022-06-21,Serbia,480,375.0
2022-06-22,Serbia,566,407.7142857142857
2022-06-23,Serbia,587,445.14285714285717
2022-06-24,Serbia,535,474.85714285714283
2022-06-25,Serbia,468,507.2857142857143
2022-06-26,Serbia,751,556.2857142857143
2022-06-27,Serbia,810,599.5714285714286
2022-06-28,Serbia,876,656.1428571428571
2022-06-29,Serbia,921,706.8571428571429
2022-06-30,Serbia,960,760.1428571428571
2022-07-01,Serbia,808,799.1428571428571
2022-07-02,Serbia,749,839.2857142857143
2022-07-03,Serbia,1260,912.0
2022-07-04,Serbia,1364,991.1428571428571
2022-07-05,Serbia,1334,1056.5714285714287
2022-07-06,Serbia,1469,1134.857142857143
2022-07-07,Serbia,1599,1226.142857142857
2022-07-08,Serbia,1281,1293.7142857142858
2022-07-09,Serbia,948,1322.142857142857
2022-07-10,Serbia,1876,1410.142857142857
2022-07-11,Serbia,2050,1508.142857142857
2022-07-12,Serbia,2069,1613.142857142857
2022-07-13,Serbia,2218,1720.142857142857
2022-07-14,Serbia,2728,1881.4285714285713
2022-07-15,Serbia,2520,2058.4285714285716
2022-07-16,Serbia,2055,2216.5714285714284
2022-07-17,Serbia,3291,2418.714285714286
2022-07-18,Serbia,3912,2684.714285714286
2022-07-19,Serbia,3946,2952.8571428571427
2022-07-20,Serbia,4249,3243.0
2022-07-21,Serbia,4500,3496.1428571428573
2022-07-22,Serbia,3800,3679.0
2022-07-23,Serbia,3472,3881.4285714285716
2022-07-24,Serbia,5105,4140.571428571428
2022-07-25,Serbia,6100,4453.142857142857
2022-07-26,Serbia,6102,4761.142857142857
2022-07-27,Serbia,5982,5008.714285714285
2022-07-28,Serbia,5951,5216.0
2022-07-29,Serbia,5572,5469.142857142857
2022-07-30,Serbia,4352,5594.857142857143
2022-07-31,Serbia,5991,5721.428571428572
2022-08-01,Serbia,6936,5840.857142857143
2022-08-02,Serbia,6196,5854.285714285715
2022-08-03,Serbia,6467,5923.571428571428
2022-08-04,Serbia,6358,5981.714285714285
2022-08-05,Serbia,5280,5940.0
2022-08-06,Serbia,4182,5915.714285714285
2022-08-07,Serbia,6498,5988.142857142857
2022-08-08,Serbia,7265,6035.142857142857
2022-08-09,Serbia,7061,6158.714285714285
2022-08-10,Serbia,6303,6135.285714285715
2022-08-11,Serbia,6222,6115.857142857143
2022-08-12,Serbia,5255,6112.285714285715
2022-08-13,Serbia,3767,6053.0
2022-08-14,Serbia,5896,5967.0
2022-08-15,Serbia,6589,5870.428571428572
2022-08-16,Serbia,6091,5731.857142857143
2022-08-17,Serbia,5713,5647.571428571428
2022-08-18,Serbia,5206,5502.428571428572
2022-08-19,Serbia,4251,5359.0
2022-08-20,Serbia,3154,5271.428571428572
2022-08-21,Serbia,4582,5083.714285714285
2022-08-22,Serbia,4994,4855.857142857143
2022-08-23,Serbia,4377,4611.0
2022-08-24,Serbia,4240,4400.571428571428
2022-08-25,Serbia,4025,4231.857142857143
2022-08-26,Serbia,3497,4124.142857142857
2022-08-27,Serbia,2579,4042.0
2022-08-28,Serbia,3675,3912.4285714285716
2022-08-29,Serbia,3810,3743.285714285714
2022-08-30,Serbia,3710,3648.0
2022-08-31,Serbia,3316,3516.0
2022-09-01,Serbia,3005,3370.285714285714
2022-09-02,Serbia,2654,3249.8571428571427
2022-09-03,Serbia,1836,3143.714285714286
2022-09-04,Serbia,3221,3078.8571428571427
2022-09-05,Serbia,3461,3029.0
2022-09-06,Serbia,3351,2977.714285714286
2022-09-07,Serbia,3266,2970.5714285714284
2022-09-08,Serbia,3296,3012.1428571428573
2022-09-09,Serbia,2745,3025.1428571428573
2022-09-10,Serbia,2190,3075.714285714286
2022-09-11,Serbia,3141,3064.285714285714
2022-09-12,Serbia,3172,3023.0
2022-09-13,Serbia,2870,2954.285714285714
